session_id,offer_percentage,customer_total_orders,customer_total_spent,product_stock,product_days_listed,product_total_sales,active_negotiations,customer_success_rate,customer_avg_discount,round_number,category_id,original_price,min_price_percentage,decision
70,96,2,64912.58,79,87,15,1,0.4,19.5,3,1,28515.14,66,1
71,92,3,99972.74,155,232,16,1,0,0,1,5,8027.21,66,0
72,93,3,52194.45,160,550,11,1,0.5,12,1,3,8750.84,79,0
72,68,3,52194.45,160,550,11,1,0.5,12,2,3,8750.84,79,-1
73,71,2,93440.16,129,429,19,2,0.5,20,1,5,2007.12,63,0
73,82,2,93440.16,129,429,19,2,0.5,20,2,5,2007.12,63,1
74,87,3,47684.45,147,620,26,2,0.5,14,1,4,1953.8,79,0
74,73,3,47684.45,147,620,26,2,0.5,14,2,4,1953.8,79,0
74,63,3,47684.45,147,620,26,2,0.5,14,3,4,1953.8,79,-1
75,73,3,67004.29,184,125,20,2,0,0,1,2,2968.09,73,0
75,74,3,67004.29,184,125,20,2,0,0,2,2,2968.09,73,-1
76,89,5,177520.02,56,468,14,1,0.375,17.67,1,1,9808.71,67,0
76,58,5,177520.02,56,468,14,1,0.375,17.67,2,1,9808.71,67,-1
77,63,5,129815.25,109,428,20,0,0.25,11,1,4,1436.04,72,0
77,74,5,129815.25,109,428,20,0,0.25,11,2,4,1436.04,72,1
78,98,4,187683.42,80,348,25,3,0.25,16,1,4,2056.57,71,0
78,84,4,187683.42,80,348,25,3,0.25,16,2,4,2056.57,71,0
78,66,4,187683.42,80,348,25,3,0.25,16,3,4,2056.57,71,0
78,91,4,187683.42,80,348,25,3,0.25,16,4,4,2056.57,71,0
78,76,4,187683.42,80,348,25,3,0.25,16,5,4,2056.57,71,0
79,55,4,179996.67,177,491,15,3,0.8333,15,1,2,6259.5,83,0
79,85,4,179996.67,177,491,15,3,0.8333,15,2,2,6259.5,83,1
80,87,3,139601.76,18,389,13,0,0.4,24.5,1,2,6374.53,62,0
80,88,3,139601.76,18,389,13,0,0.4,24.5,2,2,6374.53,62,1
81,56,6,315172.06,24,369,18,2,0.6667,21.5,1,2,6798.35,85,0
81,93,6,315172.06,24,369,18,2,0.6667,21.5,2,2,6798.35,85,0
81,90,6,315172.06,24,369,18,2,0.6667,21.5,3,2,6798.35,85,0
81,83,6,315172.06,24,369,18,2,0.6667,21.5,4,2,6798.35,85,0
82,64,2,86511.04,29,572,28,0,0.6667,13.5,1,4,123.12,73,0
82,81,2,86511.04,29,572,28,0,0.6667,13.5,2,4,123.12,73,0
82,56,2,86511.04,29,572,28,0,0.6667,13.5,3,4,123.12,73,0
82,85,2,86511.04,29,572,28,0,0.6667,13.5,4,4,123.12,73,1
83,58,1,6232.33,167,220,27,1,0.6667,15.5,1,1,28588.97,75,0
83,78,1,6232.33,167,220,27,1,0.6667,15.5,2,1,28588.97,75,0
83,61,1,6232.33,167,220,27,1,0.6667,15.5,3,1,28588.97,75,0
83,68,1,6232.33,167,220,27,1,0.6667,15.5,4,1,28588.97,75,1
84,73,5,236981.53,80,348,25,3,0.6,17,1,4,2056.57,71,0
85,64,2,38133.97,7,461,15,2,0.5,18,1,1,23618.78,77,0
85,83,2,38133.97,7,461,15,2,0.5,18,2,1,23618.78,77,0
85,56,2,38133.97,7,461,15,2,0.5,18,3,1,23618.78,77,0
85,98,2,38133.97,7,461,15,2,0.5,18,4,1,23618.78,77,0
86,75,4,108768.29,65,168,21,0,1,11,1,2,607.43,73,1
87,84,2,176876.45,155,514,22,3,0.2,14,1,1,19335.73,84,0
87,76,2,176876.45,155,514,22,3,0.2,14,2,1,19335.73,84,0
87,85,2,176876.45,155,514,22,3,0.2,14,3,1,19335.73,84,1
88,70,2,76501.14,4,482,19,1,0.5,17.5,1,1,24088.55,74,0
88,90,2,76501.14,4,482,19,1,0.5,17.5,2,1,24088.55,74,-1
89,66,2,54350.04,45,277,30,1,0.6667,19.5,1,5,22675.87,80,0
89,58,2,54350.04,45,277,30,1,0.6667,19.5,2,5,22675.87,80,-1
90,78,10,481200.01,9,330,28,2,0,0,1,5,22828.13,63,0
90,79,10,481200.01,9,330,28,2,0,0,2,5,22828.13,63,0
90,85,10,481200.01,9,330,28,2,0,0,3,5,22828.13,63,0
90,78,10,481200.01,9,330,28,2,0,0,4,5,22828.13,63,0
91,93,7,264705.18,63,105,26,5,0,0,1,1,27133.23,80,0
91,98,7,264705.18,63,105,26,5,0,0,2,1,27133.23,80,0
91,94,7,264705.18,63,105,26,5,0,0,3,1,27133.23,80,0
91,73,7,264705.18,63,105,26,5,0,0,4,1,27133.23,80,0
91,68,7,264705.18,63,105,26,5,0,0,5,1,27133.23,80,0
92,62,4,182149.96,188,474,23,1,0.25,22,1,2,7646.95,65,0
92,92,4,182149.96,188,474,23,1,0.25,22,2,2,7646.95,65,0
92,78,4,182149.96,188,474,23,1,0.25,22,3,2,7646.95,65,1
93,91,4,80162.91,81,458,22,2,0.75,16,1,3,9175.48,84,0
93,68,4,80162.91,81,458,22,2,0.75,16,2,3,9175.48,84,0
93,62,4,80162.91,81,458,22,2,0.75,16,3,3,9175.48,84,0
93,68,4,80162.91,81,458,22,2,0.75,16,4,3,9175.48,84,0
93,60,4,80162.91,81,458,22,2,0.75,16,5,3,9175.48,84,0
94,70,4,238698.96,166,587,23,2,0.8,17.75,1,3,3505.46,76,0
94,76,4,238698.96,166,587,23,2,0.8,17.75,2,3,3505.46,76,0
94,60,4,238698.96,166,587,23,2,0.8,17.75,3,3,3505.46,76,1
95,57,2,22868.29,184,125,20,2,0.3333,16,1,2,2968.09,73,0
95,89,2,22868.29,184,125,20,2,0.3333,16,2,2,2968.09,73,0
95,77,2,22868.29,184,125,20,2,0.3333,16,3,2,2968.09,73,0
95,62,2,22868.29,184,125,20,2,0.3333,16,4,2,2968.09,73,1
96,85,2,115509.29,95,373,23,1,0,0,1,4,2189.74,63,0
96,77,2,115509.29,95,373,23,1,0,0,2,4,2189.74,63,0
96,67,2,115509.29,95,373,23,1,0,0,3,4,2189.74,63,0
96,65,2,115509.29,95,373,23,1,0,0,4,4,2189.74,63,0
96,93,2,115509.29,95,373,23,1,0,0,5,4,2189.74,63,0
97,87,1,27513.65,22,402,26,1,0.25,22,1,2,2418.51,76,-1
98,83,3,151998.98,122,345,20,3,1,14,1,5,20991.97,66,0
98,71,3,151998.98,122,345,20,3,1,14,2,5,20991.97,66,0
98,70,3,151998.98,122,345,20,3,1,14,3,5,20991.97,66,0
98,68,3,151998.98,122,345,20,3,1,14,4,5,20991.97,66,1
99,71,3,165914.75,64,468,30,0,0,0,1,5,13011.46,73,0
100,90,3,102433.99,51,567,22,4,0.5,25.5,1,4,2247.3,66,0
100,81,3,102433.99,51,567,22,4,0.5,25.5,2,4,2247.3,66,0
100,69,3,102433.99,51,567,22,4,0.5,25.5,3,4,2247.3,66,0
100,81,3,102433.99,51,567,22,4,0.5,25.5,4,4,2247.3,66,1
101,71,2,94633.22,120,474,27,2,0.5,20,1,5,16696.42,68,0
101,75,2,94633.22,120,474,27,2,0.5,20,2,5,16696.42,68,0
101,82,2,94633.22,120,474,27,2,0.5,20,3,5,16696.42,68,0
101,80,2,94633.22,120,474,27,2,0.5,20,4,5,16696.42,68,0
101,71,2,94633.22,120,474,27,2,0.5,20,5,5,16696.42,68,0
102,82,3,88644.2,176,287,19,3,0.25,11,1,3,2750.54,67,0
102,96,3,88644.2,176,287,19,3,0.25,11,2,3,2750.54,67,0
102,96,3,88644.2,176,287,19,3,0.25,11,3,3,2750.54,67,-1
103,69,3,117739.39,147,202,20,1,1,18.5,1,3,7857.43,60,0
103,67,3,117739.39,147,202,20,1,1,18.5,2,3,7857.43,60,0
103,77,3,117739.39,147,202,20,1,1,18.5,3,3,7857.43,60,1
104,61,6,184173.38,104,279,21,0,0.1667,13,1,3,6356.47,77,-1
105,97,2,38544.94,138,465,22,5,0,0,1,3,3736.9,69,0
105,70,2,38544.94,138,465,22,5,0,0,2,3,3736.9,69,0
105,78,2,38544.94,138,465,22,5,0,0,3,3,3736.9,69,0
106,58,4,106921.57,32,151,20,3,0.2857,9,1,2,3266.24,72,0
107,63,1,38978.72,2,206,20,1,0.25,23,1,3,2225.78,78,0
107,65,1,38978.72,2,206,20,1,0.25,23,2,3,2225.78,78,1
108,92,2,111379.59,7,225,19,1,0.5,9.5,1,4,798.44,66,0
108,82,2,111379.59,7,225,19,1,0.5,9.5,2,4,798.44,66,0
108,77,2,111379.59,7,225,19,1,0.5,9.5,3,4,798.44,66,-1
109,63,2,41048.47,103,355,24,1,0.375,11.67,1,4,2050.31,69,-1
110,60,4,157260.38,159,538,25,0,0.6,20,1,4,1370.46,77,0
110,75,4,157260.38,159,538,25,0,0.6,20,2,4,1370.46,77,0
110,59,4,157260.38,159,538,25,0,0.6,20,3,4,1370.46,77,0
110,70,4,157260.38,159,538,25,0,0.6,20,4,4,1370.46,77,1
111,71,2,81952.18,147,202,20,1,0.625,13.6,1,3,7857.43,60,1
112,79,5,275303.46,144,191,20,2,0.5,13,1,1,29905.41,67,0
112,75,5,275303.46,144,191,20,2,0.5,13,2,1,29905.41,67,0
112,75,5,275303.46,144,191,20,2,0.5,13,3,1,29905.41,67,0
112,62,5,275303.46,144,191,20,2,0.5,13,4,1,29905.41,67,0
113,83,1,12659,23,199,19,1,0.4,16,1,2,5326.52,79,0
113,61,1,12659,23,199,19,1,0.4,16,2,2,5326.52,79,0
113,75,1,12659,23,199,19,1,0.4,16,3,2,5326.52,79,0
113,72,1,12659,23,199,19,1,0.4,16,4,2,5326.52,79,0
114,86,2,28815.85,27,94,25,0,0,0,1,1,2657.08,74,0
114,56,2,28815.85,27,94,25,0,0,0,2,1,2657.08,74,0
114,86,2,28815.85,27,94,25,0,0,0,3,1,2657.08,74,0
114,78,2,28815.85,27,94,25,0,0,0,4,1,2657.08,74,0
114,81,2,28815.85,27,94,25,0,0,0,5,1,2657.08,74,0
115,59,2,78982.18,172,117,25,1,0.6,15,1,4,1526.14,80,0
115,94,2,78982.18,172,117,25,1,0.6,15,2,4,1526.14,80,1
116,83,3,17779.63,14,119,27,2,0.3333,6,1,2,6119.31,70,0
116,81,3,17779.63,14,119,27,2,0.3333,6,2,2,6119.31,70,0
116,63,3,17779.63,14,119,27,2,0.3333,6,3,2,6119.31,70,0
116,89,3,17779.63,14,119,27,2,0.3333,6,4,2,6119.31,70,0
116,65,3,17779.63,14,119,27,2,0.3333,6,5,2,6119.31,70,0
117,98,1,44043.42,199,600,17,1,0.8,17.5,1,4,2467.66,77,1
118,85,3,61314.48,67,424,27,1,0.25,13,1,4,2278.29,77,0
118,70,3,61314.48,67,424,27,1,0.25,13,2,4,2278.29,77,0
119,64,0,0,139,244,16,1,0.8333,20.4,1,2,1417.84,65,0
119,79,0,0,139,244,16,1,0.8333,20.4,2,2,1417.84,65,1
120,97,2,71875.92,78,386,20,3,0.75,23,1,5,20130.7,60,0
120,57,2,71875.92,78,386,20,3,0.75,23,2,5,20130.7,60,0
120,82,2,71875.92,78,386,20,3,0.75,23,3,5,20130.7,60,1
121,67,1,33392.84,2,537,17,1,0.7143,18.2,1,3,10655.23,81,0
121,87,1,33392.84,2,537,17,1,0.7143,18.2,2,3,10655.23,81,0
121,95,1,33392.84,2,537,17,1,0.7143,18.2,3,3,10655.23,81,0
121,60,1,33392.84,2,537,17,1,0.7143,18.2,4,3,10655.23,81,0
122,86,2,66132.52,87,255,16,2,0.3333,11,1,4,383.58,65,0
122,63,2,66132.52,87,255,16,2,0.3333,11,2,4,383.58,65,-1
123,85,6,283008.76,15,518,19,1,0,0,1,5,9277.84,61,0
123,83,6,283008.76,15,518,19,1,0,0,2,5,9277.84,61,-1
124,94,4,149131.46,178,259,29,1,1,23.33,1,4,2190.17,72,0
124,75,4,149131.46,178,259,29,1,1,23.33,2,4,2190.17,72,1
125,55,2,16374.11,80,348,25,3,0.3333,17.33,1,4,2056.57,71,0
125,95,2,16374.11,80,348,25,3,0.3333,17.33,2,4,2056.57,71,0
125,92,2,16374.11,80,348,25,3,0.3333,17.33,3,4,2056.57,71,-1
126,72,2,41458.83,68,224,22,2,0.6667,16,1,3,14436.29,85,0
126,89,2,41458.83,68,224,22,2,0.6667,16,2,3,14436.29,85,0
127,86,2,30429.87,147,559,15,1,0.6,21,1,2,5925.03,67,0
127,85,2,30429.87,147,559,15,1,0.6,21,2,2,5925.03,67,0
127,64,2,30429.87,147,559,15,1,0.6,21,3,2,5925.03,67,1
128,70,5,184367.42,174,156,28,0,1,28,1,5,3170.29,72,0
128,74,5,184367.42,174,156,28,0,1,28,2,5,3170.29,72,0
128,85,5,184367.42,174,156,28,0,1,28,3,5,3170.29,72,0
128,79,5,184367.42,174,156,28,0,1,28,4,5,3170.29,72,1
129,64,4,207082.51,147,559,15,1,0.3333,29,1,2,5925.03,67,0
129,78,4,207082.51,147,559,15,1,0.3333,29,2,2,5925.03,67,-1
130,68,3,103060.93,132,589,24,3,0.4,8,1,2,5983.93,65,0
130,77,3,103060.93,132,589,24,3,0.4,8,2,2,5983.93,65,0
130,63,3,103060.93,132,589,24,3,0.4,8,3,2,5983.93,65,0
130,69,3,103060.93,132,589,24,3,0.4,8,4,2,5983.93,65,0
130,89,3,103060.93,132,589,24,3,0.4,8,5,2,5983.93,65,0
131,61,5,209159.04,32,288,20,2,0.4,19,1,4,1200.93,78,0
131,96,5,209159.04,32,288,20,2,0.4,19,2,4,1200.93,78,0
